show_id,title,type,release_year,date_added_parsed,year_added,month_added,rating,duration,duration_int,duration_type,country,director,listed_in,date_added
s850,Sam Smith: Love Goes - Live at Abbey Road Studios,Movie,2020,2021-05-22,2021,5,TV-G,61 min,61,minutes,Pakistan,Not Given,"International Movies, Music & Musicals",5/22/2021
s937,Miniforce: Super Dino Power,TV Show,2020,2021-05-01,2021,5,TV-Y7,1 Season,1,seasons,Pakistan,Not Given,Kids' TV,5/1/2021
s928,Barney and Friends,TV Show,2010,2021-05-01,2021,5,TV-Y,2 Seasons,2,seasons,Pakistan,Not Given,Kids' TV,5/1/2021
s958,Pet Stars,TV Show,2021,2021-04-30,2021,4,TV-PG,1 Season,1,seasons,Pakistan,Not Given,Reality TV,4/30/2021
s964,The Unremarkable Juanquini,TV Show,2021,2021-04-30,2021,4,TV-MA,2 Seasons,2,seasons,Pakistan,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Comedies",4/30/2021
s966,Yasuke,TV Show,2021,2021-04-29,2021,4,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Anime Series, International TV Shows",4/29/2021
s968,Headspace Guide to Sleep,TV Show,2021,2021-04-28,2021,4,TV-G,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, Science & Nature TV",4/28/2021
s103,Countdown: Inspiration4 Mission to Space,TV Show,2021,2021-09-06,2021,9,TV-14,1 Season,1,seasons,Not Given,Jason Hehir,"Docuseries, Science & Nature TV",9/6/2021
s104,Shadow Parties,Movie,2020,2021-09-06,2021,9,TV-MA,117 min,117,minutes,Not Given,Yemi Amodu,"Dramas, International Movies, Thrillers",9/6/2021
s111,Money Heist: From Tokyo to Berlin,TV Show,2021,2021-09-03,2021,9,TV-MA,1 Season,1,seasons,Not Given,"Luis Alfaro, Javier Gómez Santander","Docuseries, International TV Shows, Spanish-Language TV Shows",9/3/2021
s116,Bright Star,Movie,2009,2021-09-02,2021,9,PG,119 min,119,minutes,United Kingdom,Jane Campion,"Dramas, Romantic Movies",9/2/2021
s117,Dhanak,Movie,2015,2021-09-02,2021,9,TV-PG,114 min,114,minutes,India,Nagesh Kukunoor,"Comedies, Dramas, Independent Movies",9/2/2021
s118,Final Account,Movie,2021,2021-09-02,2021,9,PG-13,94 min,94,minutes,United Kingdom,Luke Holland,Documentaries,9/2/2021
s119,Gurgaon,Movie,2017,2021-09-02,2021,9,TV-14,106 min,106,minutes,India,Shanker Raman,"Dramas, International Movies, Thrillers",9/2/2021
s120,Here and There,Movie,2020,2021-09-02,2021,9,TV-MA,99 min,99,minutes,Philippines,JP Habac,"Dramas, International Movies, Romantic Movies",9/2/2021
s129,Agatha Christie's Crooked House,Movie,2017,2021-09-01,2021,9,PG-13,115 min,115,minutes,France,Gilles Paquet-Brenner,"Dramas, International Movies, Thrillers",9/1/2021
s123,In the Cut,Movie,2003,2021-09-02,2021,9,R,118 min,118,minutes,United Kingdom,Jane Campion,Thrillers,9/2/2021
s1006,Keymon and Nani in Space Adventure,Movie,2013,2021-04-20,2021,4,TV-Y,76 min,76,minutes,Pakistan,Not Given,"Children & Family Movies, Comedies",4/20/2021
s1011,Rudra: The Rise of King Pharaoh,Movie,2019,2021-04-20,2021,4,TV-Y7,91 min,91,minutes,Pakistan,Not Given,Children & Family Movies,4/20/2021
s1026,Bakugan: Geogan Rising,TV Show,2021,2021-04-16,2021,4,TV-Y7,1 Season,1,seasons,Pakistan,Not Given,"Anime Series, Kids' TV",4/16/2021
s127,Shikara,Movie,2020,2021-09-02,2021,9,TV-14,115 min,115,minutes,India,Vidhu Vinod Chopra,"Dramas, International Movies, Romantic Movies",9/2/2021
s128,A Cinderella Story,Movie,2004,2021-09-01,2021,9,PG,95 min,95,minutes,United States,Mark Rosman,"Children & Family Movies, Comedies",9/1/2021
s130,An Unfinished Life,Movie,2005,2021-09-01,2021,9,PG-13,108 min,108,minutes,Germany,Lasse Hallström,Dramas,9/1/2021
s132,Blade Runner: The Final Cut,Movie,1982,2021-09-01,2021,9,R,117 min,117,minutes,United States,Ridley Scott,"Action & Adventure, Classic Movies, Cult Movies",9/1/2021
s1029,Dad Stop Embarrassing Me - The Afterparty,Movie,2021,2021-04-16,2021,4,TV-14,37 min,37,minutes,Pakistan,Not Given,Comedies,4/16/2021
s134,Chappie,Movie,2015,2021-09-01,2021,9,R,121 min,121,minutes,South Africa,Neill Blomkamp,"Action & Adventure, Sci-Fi & Fantasy",9/1/2021
s153,Janoskians: Untold and Untrue,Movie,2016,2021-09-01,2021,9,TV-MA,88 min,88,minutes,United States,Brett Weiner,Comedies,9/1/2021
s1039,Dancing Angels,TV Show,2016,2021-04-15,2021,4,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Romantic TV Shows, TV Comedies",4/15/2021
s1083,Don't be the First one,TV Show,2021,2021-04-11,2021,4,TV-14,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Reality TV",4/11/2021
s1095,The Wedding Coach,TV Show,2021,2021-04-07,2021,4,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Reality TV, Romantic TV Shows",4/7/2021
s1096,This Is a Robbery: The World's Biggest Art Heist,TV Show,2021,2021-04-07,2021,4,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Crime TV Shows, Docuseries, TV Mysteries",4/7/2021
s1117,Glimpses of a Future,TV Show,2020,2021-04-01,2021,4,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, International TV Shows",4/1/2021
s1181,Alien TV,TV Show,2021,2021-03-19,2021,3,TV-Y7,2 Seasons,2,seasons,Pakistan,Not Given,"Kids' TV, TV Comedies",3/19/2021
s1225,Last Chance U: Basketball,TV Show,2021,2021-03-10,2021,3,TV-MA,1 Season,1,seasons,Pakistan,Not Given,Docuseries,3/10/2021
s1226,Marriage or Mortgage,TV Show,2021,2021-03-10,2021,3,TV-G,1 Season,1,seasons,Pakistan,Not Given,"Reality TV, Romantic TV Shows",3/10/2021
s1236,Pokémon Journeys: The Series,TV Show,2021,2021-03-05,2021,3,TV-Y7,4 Seasons,4,seasons,Pakistan,Not Given,"Anime Series, Kids' TV, TV Action & Adventure",3/5/2021
s131,Barbie Big City Big Dreams,Movie,2021,2021-09-01,2021,9,TV-Y,63 min,63,minutes,Not Given,Scott Pleydell-Pearce,"Children & Family Movies, Music & Musicals",9/1/2021
s135,Clear and Present Danger,Movie,1994,2021-09-01,2021,9,PG-13,142 min,142,minutes,United States,Phillip Noyce,"Action & Adventure, Dramas",9/1/2021
s136,Cliffhanger,Movie,1993,2021-09-01,2021,9,R,113 min,113,minutes,United States,Renny Harlin,Action & Adventure,9/1/2021
s137,Cold Mountain,Movie,2003,2021-09-01,2021,9,R,154 min,154,minutes,United States,Anthony Minghella,"Dramas, Romantic Movies",9/1/2021
s138,Crocodile Dundee in Los Angeles,Movie,2001,2021-09-01,2021,9,PG,95 min,95,minutes,Australia,Simon Wincer,"Action & Adventure, Comedies",9/1/2021
s139,Dear John,Movie,2010,2021-09-01,2021,9,PG-13,108 min,108,minutes,United States,Lasse Hallström,"Dramas, Romantic Movies",9/1/2021
s140,Do the Right Thing,Movie,1989,2021-09-01,2021,9,R,120 min,120,minutes,United States,Spike Lee,"Classic Movies, Comedies, Dramas",9/1/2021
s141,"El patrón, radiografía de un crimen",Movie,2014,2021-09-01,2021,9,TV-MA,100 min,100,minutes,Argentina,Sebastián Schindel,"Dramas, International Movies, Thrillers",9/1/2021
s142,Extraction,Movie,2015,2021-09-01,2021,9,R,82 min,82,minutes,United States,Steven C. Miller,Action & Adventure,9/1/2021
s143,Freedom Writers,Movie,2007,2021-09-01,2021,9,PG-13,124 min,124,minutes,Germany,Richard LaGravenese,Dramas,9/1/2021
s144,Green Lantern,Movie,2011,2021-09-01,2021,9,PG-13,114 min,114,minutes,United States,Martin Campbell,"Action & Adventure, Sci-Fi & Fantasy",9/1/2021
s145,House Party,Movie,1990,2021-09-01,2021,9,R,104 min,104,minutes,United States,Reginald Hudlin,"Comedies, Cult Movies",9/1/2021
s146,House Party 2,Movie,1991,2021-09-01,2021,9,R,94 min,94,minutes,United States,"George Jackson, Doug McHenry","Comedies, Cult Movies, Music & Musicals",9/1/2021
s147,House Party 3,Movie,1994,2021-09-01,2021,9,R,94 min,94,minutes,United States,Eric Meza,"Comedies, Music & Musicals",9/1/2021
s1263,Ginny & Georgia - The Afterparty,Movie,2021,2021-02-26,2021,2,TV-MA,35 min,35,minutes,Pakistan,Not Given,"Comedies, Dramas",2/26/2021
s150,I Got the Hook Up,Movie,1998,2021-09-01,2021,9,R,93 min,93,minutes,United States,Michael Martin,"Action & Adventure, Comedies",9/1/2021
s151,In Too Deep,Movie,1999,2021-09-01,2021,9,R,97 min,97,minutes,United States,Michael Rymer,Thrillers,9/1/2021
s152,Initial D,Movie,2005,2021-09-01,2021,9,TV-14,109 min,109,minutes,China,"Andrew Lau Wai-keung, Alan Mak","Action & Adventure, International Movies",9/1/2021
s1272,The Last Bastion,TV Show,2018,2021-02-25,2021,2,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2/25/2021
s1300,Thus Spoke Kishibe Rohan,TV Show,2021,2021-02-18,2021,2,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Anime Series, International TV Shows",2/18/2021
s1443,Korean Pork Belly Rhapsody,TV Show,2020,2021-01-04,2021,1,TV-G,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, International TV Shows",1/4/2021
s156,Labyrinth,Movie,1986,2021-09-01,2021,9,PG,101 min,101,minutes,United Kingdom,Jim Henson,"Action & Adventure, Children & Family Movies, Cult Movies",9/1/2021
s157,Letters to Juliet,Movie,2010,2021-09-01,2021,9,PG,105 min,105,minutes,United States,Gary Winick,"Comedies, Dramas, Romantic Movies",9/1/2021
s158,Level 16,Movie,2018,2021-09-01,2021,9,TV-14,102 min,102,minutes,Canada,Danishka Esterhazy,"Sci-Fi & Fantasy, Thrillers",9/1/2021
s159,Love Don't Cost a Thing,Movie,2003,2021-09-01,2021,9,PG-13,101 min,101,minutes,United States,Troy Byer,"Comedies, Romantic Movies",9/1/2021
s160,Love in a Puff,Movie,2010,2021-09-01,2021,9,TV-MA,103 min,103,minutes,Hong Kong,Pang Ho-cheung,"Comedies, Dramas, International Movies",9/1/2021
s1463,Running Man,TV Show,2020,2021-01-01,2021,1,TV-Y7,1 Season,1,seasons,Pakistan,Not Given,"Kids' TV, TV Comedies",1/1/2021
s162,Mars Attacks!,Movie,1996,2021-09-01,2021,9,PG-13,106 min,106,minutes,United States,Tim Burton,"Comedies, Cult Movies, Sci-Fi & Fantasy",9/1/2021
s163,Marshall,Movie,2017,2021-09-01,2021,9,PG-13,118 min,118,minutes,United States,Reginald Hudlin,Dramas,9/1/2021
s164,My Boss's Daughter,Movie,2003,2021-09-01,2021,9,R,86 min,86,minutes,United States,David Zucker,"Comedies, Romantic Movies",9/1/2021
s165,Mystery Men,Movie,1999,2021-09-01,2021,9,PG-13,121 min,121,minutes,United States,Kinka Usher,"Action & Adventure, Comedies",9/1/2021
s1472,Best of Stand-Up 2020,Movie,2020,2020-12-31,2020,12,TV-MA,77 min,77,minutes,Pakistan,Not Given,Stand-Up Comedy,12/31/2020
s167,Once Upon a Time in America,Movie,1984,2021-09-01,2021,9,R,229 min,229,minutes,Italy,Sergio Leone,"Classic Movies, Dramas",9/1/2021
s168,Open Season 2,Movie,2008,2021-09-01,2021,9,PG,76 min,76,minutes,United States,"Matthew O'Callaghan, Todd Wilderman","Children & Family Movies, Comedies",9/1/2021
s169,Osmosis Jones,Movie,2001,2021-09-01,2021,9,PG,95 min,95,minutes,United States,"Bobby Farrelly, Peter Farrelly","Action & Adventure, Children & Family Movies, Comedies",9/1/2021
s170,Poseidon,Movie,2006,2021-09-01,2021,9,PG-13,98 min,98,minutes,United States,Wolfgang Petersen,"Action & Adventure, Dramas",9/1/2021
s1483,Transformers: War for Cybertron: Earthrise,TV Show,2020,2020-12-30,2020,12,TV-Y7,1 Season,1,seasons,Pakistan,Not Given,Anime Series,12/30/2020
s1586,Manhunt: Deadly Games,TV Show,2020,2020-12-07,2020,12,TV-14,1 Season,1,seasons,Pakistan,Not Given,"Crime TV Shows, TV Dramas, TV Mysteries",12/7/2020
s1597,The Great British Baking Show: Holidays,TV Show,2020,2020-12-04,2020,12,TV-MA,3 Seasons,3,seasons,Pakistan,Not Given,"British TV Shows, Reality TV",12/4/2020
s1669,Heart & Soul,TV Show,2019,2020-11-20,2020,11,TV-14,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, TV Dramas",11/20/2020
s1746,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Movie,2020,2020-11-03,2020,11,TV-PG,15 min,15,minutes,Pakistan,Not Given,Documentaries,11/3/2020
s1779,Kongsuni and Friends,TV Show,2020,2020-10-30,2020,10,TV-Y,2 Seasons,2,seasons,Pakistan,Not Given,"Kids' TV, Korean TV Shows",10/30/2020
s1890,Pat a Pat Como,TV Show,2016,2020-10-03,2020,10,TV-Y,1 Season,1,seasons,Pakistan,Not Given,Kids' TV,10/3/2020
s1891,Qurious Como,TV Show,2017,2020-10-03,2020,10,TV-Y,1 Season,1,seasons,Pakistan,Not Given,Kids' TV,10/3/2020
s2983,Find Yourself,TV Show,2020,2020-01-29,2020,1,TV-14,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Romantic TV Shows, TV Comedies",1/29/2020
s1915,Journey of an African Colony,TV Show,2018,2020-10-01,2020,10,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, International TV Shows",10/1/2020
s1953,Mighty Little Bheem,TV Show,2020,2020-09-25,2020,9,TV-Y,3 Seasons,3,seasons,Pakistan,Not Given,"Kids' TV, TV Comedies",9/25/2020
s171,Rhyme & Reason,Movie,1997,2021-09-01,2021,9,R,89 min,89,minutes,United States,Peter Spirer,"Documentaries, Music & Musicals",9/1/2021
s172,Same Kind of Different as Me,Movie,2017,2021-09-01,2021,9,PG-13,120 min,120,minutes,United States,Michael Carney,"Dramas, Faith & Spirituality",9/1/2021
s173,School of Rock,Movie,2003,2021-09-01,2021,9,PG-13,110 min,110,minutes,United States,Richard Linklater,"Comedies, Music & Musicals",9/1/2021
s174,Snervous Tyler Oakley,Movie,2015,2021-09-01,2021,9,PG-13,83 min,83,minutes,United States,Amy Rice,"Documentaries, LGBTQ Movies",9/1/2021
s175,Tears of the Sun,Movie,2003,2021-09-01,2021,9,R,121 min,121,minutes,United States,Antoine Fuqua,"Action & Adventure, Dramas",9/1/2021
s176,The Blue Lagoon,Movie,1980,2021-09-01,2021,9,R,105 min,105,minutes,United States,Randal Kleiser,"Dramas, Romantic Movies",9/1/2021
s177,The Golden Child,Movie,1986,2021-09-01,2021,9,PG-13,94 min,94,minutes,United States,Michael Ritchie,"Action & Adventure, Comedies",9/1/2021
s178,The Guns of Navarone,Movie,1961,2021-09-01,2021,9,TV-14,156 min,156,minutes,United Kingdom,J. Lee Thompson,"Action & Adventure, Classic Movies",9/1/2021
s179,The Interview,Movie,2014,2021-09-01,2021,9,R,112 min,112,minutes,United States,"Evan Goldberg, Seth Rogen","Action & Adventure, Comedies",9/1/2021
s180,The Nutty Professor,Movie,1996,2021-09-01,2021,9,PG-13,95 min,95,minutes,United States,Tom Shadyac,"Comedies, Romantic Movies",9/1/2021
s181,The Nutty Professor II: The Klumps,Movie,2000,2021-09-01,2021,9,PG-13,107 min,107,minutes,United States,Peter Segal,"Comedies, Romantic Movies",9/1/2021
s183,Welcome Home Roscoe Jenkins,Movie,2008,2021-09-01,2021,9,PG-13,114 min,114,minutes,United States,Malcolm D. Lee,Comedies,9/1/2021
s184,In the Line of Fire,Movie,1993,2021-08-31,2021,8,R,129 min,129,minutes,United States,Wolfgang Petersen,"Action & Adventure, Classic Movies",8/31/2021
s186,Untold: Crime & Penalties,Movie,2021,2021-08-31,2021,8,TV-MA,86 min,86,minutes,United States,"Chapman Way, Maclain Way","Documentaries, Sports Movies",8/31/2021
s1957,Zulu Man in Japan,Movie,2019,2020-09-25,2020,9,TV-MA,44 min,44,minutes,Pakistan,Not Given,"Documentaries, International Movies, Music & Musicals",9/25/2020
s1974,Fukrey Boyzzz,TV Show,2020,2020-09-19,2020,9,TV-Y,1 Season,1,seasons,Pakistan,Not Given,"Kids' TV, TV Comedies",9/19/2020
s189,2 Alone in Paris,Movie,2008,2021-08-28,2021,8,TV-MA,97 min,97,minutes,France,"Ramzy Bedia, Éric Judor","Comedies, International Movies",8/28/2021
s2041,Transformers: Cyberverse,TV Show,2020,2020-09-07,2020,9,TV-Y7,2 Seasons,2,seasons,Pakistan,Not Given,Kids' TV,9/7/2020
s2059,The Witcher: A Look Inside the Episodes,TV Show,2020,2020-09-02,2020,9,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, TV Sci-Fi & Fantasy",9/2/2020
s2124,Dérè: An African Tale,TV Show,2016,2020-08-15,2020,8,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Romantic TV Shows, TV Dramas",8/15/2020
s2223,Street Food: Latin America,TV Show,2020,2020-07-21,2020,7,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, Spanish-Language TV Shows",7/21/2020
s2237,Little Singham: Legend of Dugabakka,Movie,2020,2020-07-15,2020,7,TV-Y7,68 min,68,minutes,Pakistan,Not Given,"Children & Family Movies, Comedies",7/15/2020
s2336,Seven (Telugu),Movie,2019,2020-06-26,2020,6,TV-14,116 min,116,minutes,Pakistan,Not Given,"Dramas, International Movies, Romantic Movies",6/26/2020
s191,Thimmarusu,Movie,2021,2021-08-28,2021,8,TV-14,125 min,125,minutes,India,Sharan Koppisetty,"Dramas, International Movies",8/28/2021
s192,Wind River,Movie,2017,2021-08-28,2021,8,R,107 min,107,minutes,United Kingdom,Taylor Sheridan,"Dramas, Independent Movies",8/28/2021
s193,C Kkompany,Movie,2008,2021-08-27,2021,8,TV-14,127 min,127,minutes,India,Sachin Yardi,"Action & Adventure, Comedies, International Movies",8/27/2021
s197,He's All That,Movie,2021,2021-08-27,2021,8,TV-14,92 min,92,minutes,United States,Mark Waters,"Comedies, Romantic Movies",8/27/2021
s2395,Dating Around,TV Show,2020,2020-06-12,2020,6,TV-MA,2 Seasons,2,seasons,Pakistan,Not Given,"Reality TV, Romantic TV Shows",6/12/2020
s196,EMI: Liya Hai To Chukana Padega,Movie,2008,2021-08-27,2021,8,TV-14,128 min,128,minutes,India,Saurabh Kabra,"Comedies, Dramas, International Movies",8/27/2021
s4655,First and Last,TV Show,2018,2018-09-07,2018,9,TV-MA,1 Season,1,seasons,Pakistan,Not Given,Docuseries,9/7/2018
s199,King of Boys: The Return of the King,TV Show,2021,2021-08-27,2021,8,TV-MA,1 Season,1,seasons,Nigeria,Kemi Adetiba,"Crime TV Shows, International TV Shows, TV Dramas",8/27/2021
s200,Koi Aap Sa,Movie,2006,2021-08-27,2021,8,TV-14,135 min,135,minutes,India,Partho Mitra,"Comedies, Dramas, International Movies",8/27/2021
s201,Krishna Cottage,Movie,2004,2021-08-27,2021,8,TV-14,124 min,124,minutes,India,Santram Varma,"Action & Adventure, Horror Movies, International Movies",8/27/2021
s202,Kucch To Hai,Movie,2003,2021-08-27,2021,8,TV-14,136 min,136,minutes,India,"Anil V. Kumar, Anurag Basu","Dramas, International Movies, Thrillers",8/27/2021
s203,Kyaa Kool Hai Hum,Movie,2005,2021-08-27,2021,8,TV-MA,165 min,165,minutes,India,Sangeeth Sivan,"Comedies, International Movies, Music & Musicals",8/27/2021
s204,Kyaa Kool Hain Hum 3,Movie,2016,2021-08-27,2021,8,TV-MA,124 min,124,minutes,India,Umesh Ghadge,"Comedies, International Movies",8/27/2021
s205,Kyaa Super Kool Hain Hum,Movie,2012,2021-08-27,2021,8,TV-MA,136 min,136,minutes,India,Sachin Yardi,"Comedies, International Movies",8/27/2021
s206,Kyo Kii... Main Jhuth Nahin Bolta,Movie,2001,2021-08-27,2021,8,TV-14,150 min,150,minutes,India,David Dhawan,"Comedies, International Movies, Sci-Fi & Fantasy",8/27/2021
s207,"LSD: Love, Sex Aur Dhokha",Movie,2010,2021-08-27,2021,8,TV-MA,112 min,112,minutes,India,Dibakar Banerjee,"Dramas, Independent Movies, International Movies",8/27/2021
s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,2008,2021-08-27,2021,8,TV-14,119 min,119,minutes,India,Apoorva Lakhia,"Action & Adventure, International Movies, Music & Musicals",8/27/2021
s209,Once Upon a Time in Mumbaai,Movie,2010,2021-08-27,2021,8,TV-14,133 min,133,minutes,India,Milan Luthria,"Dramas, International Movies, Music & Musicals",8/27/2021
s2496,Especial 20 años Fútbol de Primera,TV Show,2020,2020-05-20,2020,5,TV-14,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, International TV Shows, Spanish-Language TV Shows",5/20/2020
s2569,Hangar 1: The UFO Files,TV Show,2015,2020-05-02,2020,5,TV-PG,1 Season,1,seasons,Pakistan,Not Given,Docuseries,5/2/2020
s2570,Hoarders,TV Show,2020,2020-05-02,2020,5,TV-PG,1 Season,1,seasons,Pakistan,Not Given,Reality TV,5/2/2020
s2575,The Universe: Ancient Mysteries Solved,TV Show,2015,2020-05-02,2020,5,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"Docuseries, Science & Nature TV",5/2/2020
s2640,دفعة القاهرة,TV Show,2019,2020-04-25,2020,4,TV-14,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, TV Dramas",4/25/2020
s2642,DreamWorks Spooky Stories: Volume 2,TV Show,2011,2020-04-24,2020,4,TV-PG,1 Season,1,seasons,Pakistan,Not Given,"Kids' TV, TV Comedies",4/24/2020
s210,Once Upon a Time in Mumbai Dobaara!,Movie,2013,2021-08-27,2021,8,TV-14,142 min,142,minutes,India,Milan Luthria,"Dramas, International Movies, Music & Musicals",8/27/2021
s211,Ragini MMS,Movie,2011,2021-08-27,2021,8,TV-MA,93 min,93,minutes,India,Pawan Kripalani,"Horror Movies, International Movies",8/27/2021
s212,Ragini MMS 2,Movie,2014,2021-08-27,2021,8,TV-MA,113 min,113,minutes,India,Bhushan Patel,"Horror Movies, International Movies",8/27/2021
s223,Clickbait,TV Show,2021,2021-08-25,2021,8,TV-MA,1 Season,1,seasons,United States,Brad Anderson,"Crime TV Shows, TV Dramas, TV Mysteries",8/25/2021
s2700,The Circle France,TV Show,2020,2020-04-09,2020,4,TV-MA,1 Season,1,seasons,Pakistan,Not Given,"International TV Shows, Reality TV",4/9/2020
s216,Shootout at Lokhandwala,Movie,2007,2021-08-27,2021,8,TV-MA,116 min,116,minutes,India,Apoorva Lakhia,"Action & Adventure, Dramas, International Movies",8/27/2021
s217,Shor In the City,Movie,2011,2021-08-27,2021,8,TV-14,106 min,106,minutes,India,"Raj Nidimoru, Krishna D.K.","Comedies, Dramas, Independent Movies",8/27/2021
s218,The Dirty Picture,Movie,2011,2021-08-27,2021,8,TV-14,145 min,145,minutes,India,Milan Luthria,"Comedies, Dramas, International Movies",8/27/2021
s2740,Pokémon the Series,TV Show,2019,2020-04-01,2020,4,TV-Y7,3 Seasons,3,seasons,Pakistan,Not Given,"Anime Series, Kids' TV",4/1/2020
